gid,jud_code,jud_id,jud_lbl,jud_name,coldep,nume,prezenta,rebel,id_partid,partid,abv_partid
1,B,42.0000000000,BUCUREȘTI,JUDEȚUL MUNICIPIUL BUCUREȘTI,1,Bogdan Olteanu,53.2500000000,3.9600000000,31.0000000000,PARTIDUL NAȚIONAL LIBERAL,PNL
2,B,42.0000000000,BUCUREȘTI,JUDEȚUL MUNICIPIUL BUCUREȘTI,2,Daniel Stamate Budurescu,62.8700000000,11.6400000000,31.0000000000,PARTIDUL NAȚIONAL LIBERAL,PNL
3,B,42.0000000000,BUCUREȘTI,JUDEȚUL MUNICIPIUL BUCUREȘTI,3,Ludovic Orban,43.9200000000,16.6000000000,31.0000000000,PARTIDUL NAȚIONAL LIBERAL,PNL
4,B,42.0000000000,BUCUREȘTI,JUDEȚUL MUNICIPIUL BUCUREȘTI,4,Costică Canacheu,69.4500000000,0.8800000000,15.0000000000,PARTIDUL DEMOCRAT LIBERAL,PDL
5,B,42.0000000000,BUCUREȘTI,JUDEȚUL MUNICIPIUL BUCUREȘTI,5,Georgian Pop,51.9300000000,1.4600000000,61.0000000000,PARTIDUL SOCIAL DEMOCRAT,PSD
6,B,42.0000000000,BUCUREȘTI,JUDEȚUL MUNICIPIUL BUCUREȘTI,6,Rodica Nassar,63.3300000000,2.0800000000,61.0000000000,PARTIDUL SOCIAL DEMOCRAT,PSD
7,B,42.0000000000,BUCUREȘTI,JUDEȚUL MUNICIPIUL BUCUREȘTI,7,Florian Popa,40.4200000000,3.7900000000,61.0000000000,PARTIDUL SOCIAL DEMOCRAT,PSD
8,B,42.0000000000,BUCUREȘTI,JUDEȚUL MUNICIPIUL BUCUREȘTI,8,Cornelia Brandusa Novac,52.3600000000,1.1600000000,15.0000000000,PARTIDUL DEMOCRAT LIBERAL,PDL
9,B,42.0000000000,BUCUREȘTI,JUDEȚUL MUNICIPIUL BUCUREȘTI,9,Theodor Paleologu,43.5100000000,1.2600000000,15.0000000000,PARTIDUL DEMOCRAT LIBERAL,PDL
10,B,42.0000000000,BUCUREȘTI,JUDEȚUL MUNICIPIUL BUCUREȘTI,10,Catalin Croitoru,56.2600000000,6.6800000000,61.0000000000,PARTIDUL SOCIAL DEMOCRAT,PSD
11,B,42.0000000000,BUCUREȘTI,JUDEȚUL MUNICIPIUL BUCUREȘTI,11,Sulfina Barbu,73.1700000000,0.7600000000,15.0000000000,PARTIDUL DEMOCRAT LIBERAL,PDL
12,B,42.0000000000,BUCUREȘTI,JUDEȚUL MUNICIPIUL BUCUREȘTI,12,Cristian Petrescu,78.2500000000,1.6800000000,15.0000000000,PARTIDUL DEMOCRAT LIBERAL,PDL
13,B,42.0000000000,BUCUREȘTI,JUDEȚUL MUNICIPIUL BUCUREȘTI,13,Stefan Daniel Pirpiliu,66.5600000000,0.6300000000,15.0000000000,PARTIDUL DEMOCRAT LIBERAL,PDL
14,B,42.0000000000,BUCUREȘTI,JUDEȚUL MUNICIPIUL BUCUREȘTI,14,Dan Radu Zatreanu,67.0200000000,3.4800000000,15.0000000000,PARTIDUL DEMOCRAT LIBERAL,PDL
15,B,42.0000000000,BUCUREȘTI,JUDEȚUL MUNICIPIUL BUCUREȘTI,15,Silviu Prigoana,55.8000000000,3.2800000000,15.0000000000,PARTIDUL DEMOCRAT LIBERAL,PDL
16,B,42.0000000000,BUCUREȘTI,JUDEȚUL MUNICIPIUL BUCUREȘTI,16,Sergiu Andon,40.8100000000,4.3900000000,31.0000000000,PARTIDUL NAȚIONAL LIBERAL,PNL
17,B,42.0000000000,BUCUREȘTI,JUDEȚUL MUNICIPIUL BUCUREȘTI,17,Florina Ruxandra Jipa,35.2500000000,2.3900000000,61.0000000000,PARTIDUL SOCIAL DEMOCRAT,PSD
18,B,42.0000000000,BUCUREȘTI,JUDEȚUL MUNICIPIUL BUCUREȘTI,18,Doina Burcau,63.3000000000,0.1700000000,61.0000000000,PARTIDUL SOCIAL DEMOCRAT,PSD
19,B,42.0000000000,BUCUREȘTI,JUDEȚUL MUNICIPIUL BUCUREȘTI,19,Teo Trandafir,27.8600000000,0.2300000000,15.0000000000,PARTIDUL DEMOCRAT LIBERAL,PDL
20,B,42.0000000000,BUCUREȘTI,JUDEȚUL MUNICIPIUL BUCUREȘTI,20,Oana Mizil,28.0300000000,0.0000000000,999.0000000000,CANDIDAT INDEPENDENT,CI
21,B,42.0000000000,BUCUREȘTI,JUDEȚUL MUNICIPIUL BUCUREȘTI,21,Dumitru Chirita,34.9900000000,1.8600000000,61.0000000000,PARTIDUL SOCIAL DEMOCRAT,PSD
22,B,42.0000000000,BUCUREȘTI,JUDEȚUL MUNICIPIUL BUCUREȘTI,22,Alina Stefania Gorghiu,62.3300000000,1.1200000000,31.0000000000,PARTIDUL NAȚIONAL LIBERAL,PNL
23,B,42.0000000000,BUCUREȘTI,JUDEȚUL MUNICIPIUL BUCUREȘTI,23,Aura Vasile,54.4500000000,0.0000000000,999.0000000000,CANDIDAT INDEPENDENT,CI
24,B,42.0000000000,BUCUREȘTI,JUDEȚUL MUNICIPIUL BUCUREȘTI,24,Florian Daniel Geantă,67.5800000000,0.6400000000,15.0000000000,PARTIDUL DEMOCRAT LIBERAL,PDL
25,B,42.0000000000,BUCUREȘTI,JUDEȚUL MUNICIPIUL BUCUREȘTI,25,Elena Udrea,14.5400000000,0.2100000000,15.0000000000,PARTIDUL DEMOCRAT LIBERAL,PDL
26,B,42.0000000000,BUCUREȘTI,JUDEȚUL MUNICIPIUL BUCUREȘTI,26,Damian Florea,50.7500000000,4.2500000000,31.0000000000,PARTIDUL NAȚIONAL LIBERAL,PNL
27,B,42.0000000000,BUCUREȘTI,JUDEȚUL MUNICIPIUL BUCUREȘTI,27,Cornel Pieptea,68.2000000000,5.6400000000,31.0000000000,PARTIDUL NAȚIONAL LIBERAL,PNL
28,B,42.0000000000,BUCUREȘTI,JUDEȚUL MUNICIPIUL BUCUREȘTI,28,Dănuţ Liga,61.9700000000,0.8200000000,15.0000000000,PARTIDUL DEMOCRAT LIBERAL,PDL
29,AB,1.0000000000,ALBA,JUDEȚUL ALBA,1,Călin Potor,57.9700000000,2.0400000000,31.0000000000,PARTIDUL NAȚIONAL LIBERAL,PNL
30,AB,1.0000000000,ALBA,JUDEȚUL ALBA,2,Clement Negruț,69.2200000000,2.2800000000,15.0000000000,PARTIDUL DEMOCRAT LIBERAL,PDL
31,AB,1.0000000000,ALBA,JUDEȚUL ALBA,3,Teodor Atanasiu,40.9800000000,2.8800000000,31.0000000000,PARTIDUL NAȚIONAL LIBERAL,PNL
32,AB,1.0000000000,ALBA,JUDEȚUL ALBA,4,Radu Eugeniu Coclici,66.8200000000,0.2200000000,61.0000000000,PARTIDUL SOCIAL DEMOCRAT,PSD
33,AB,1.0000000000,ALBA,JUDEȚUL ALBA,5,Corneliu Olar,63.3000000000,0.7400000000,15.0000000000,PARTIDUL DEMOCRAT LIBERAL,PDL
34,AG,3.0000000000,ARGEȘ,JUDEȚUL ARGEȘ,1,Sorin Gheorghe Buta,54.3200000000,1.6800000000,15.0000000000,PARTIDUL DEMOCRAT LIBERAL,PDL
35,AG,3.0000000000,ARGEȘ,JUDEȚUL ARGEȘ,2,Mircea Gheorghe Drăghici,59.8600000000,4.6600000000,61.0000000000,PARTIDUL SOCIAL DEMOCRAT,PSD
36,AG,3.0000000000,ARGEȘ,JUDEȚUL ARGEȘ,3,Ion Burnei,48.7400000000,3.6200000000,61.0000000000,PARTIDUL SOCIAL DEMOCRAT,PSD
37,AG,3.0000000000,ARGEȘ,JUDEȚUL ARGEȘ,4,Sorin Andi Pandele,56.4900000000,0.2700000000,15.0000000000,PARTIDUL DEMOCRAT LIBERAL,PDL
38,AG,3.0000000000,ARGEȘ,JUDEȚUL ARGEȘ,5,Filip Georgescu,38.5100000000,5.3000000000,61.0000000000,PARTIDUL SOCIAL DEMOCRAT,PSD
39,AG,3.0000000000,ARGEȘ,JUDEȚUL ARGEȘ,6,Radu Costin Vasilică,55.7800000000,25.3300000000,61.0000000000,PARTIDUL SOCIAL DEMOCRAT,PSD
40,AG,3.0000000000,ARGEȘ,JUDEȚUL ARGEȘ,7,Bogdan Niculescu-Duvăz,35.1200000000,1.3000000000,61.0000000000,PARTIDUL SOCIAL DEMOCRAT,PSD
41,AG,3.0000000000,ARGEȘ,JUDEȚUL ARGEȘ,8,Andrei Dominic Gerea,44.1200000000,0.6100000000,31.0000000000,PARTIDUL NAȚIONAL LIBERAL,PNL
42,AG,3.0000000000,ARGEȘ,JUDEȚUL ARGEȘ,9,Cristian Alexandru Boureanu,40.5300000000,1.6800000000,15.0000000000,PARTIDUL DEMOCRAT LIBERAL,PDL
43,AR,2.0000000000,ARAD,JUDEȚUL ARAD,1,Tipei Lucian Riviș,66.6200000000,0.4400000000,15.0000000000,PARTIDUL DEMOCRAT LIBERAL,PDL
44,AR,2.0000000000,ARAD,JUDEȚUL ARAD,2,Claudia Boghicevici,70.5900000000,0.4900000000,15.0000000000,PARTIDUL DEMOCRAT LIBERAL,PDL
45,AR,2.0000000000,ARAD,JUDEȚUL ARAD,3,Adrian Henorel Nițu,78.3000000000,0.5100000000,15.0000000000,PARTIDUL DEMOCRAT LIBERAL,PDL
46,AR,2.0000000000,ARAD,JUDEȚUL ARAD,4,Mihăiţă Calimente,57.1800000000,6.7800000000,31.0000000000,PARTIDUL NAȚIONAL LIBERAL,PNL
47,AR,2.0000000000,ARAD,JUDEȚUL ARAD,5,Ciprian Florin Luca,60.8500000000,0.8000000000,61.0000000000,PARTIDUL SOCIAL DEMOCRAT,PSD
48,AR,2.0000000000,ARAD,JUDEȚUL ARAD,6,Marius Sorin Gondor,71.8400000000,1.1800000000,15.0000000000,PARTIDUL DEMOCRAT LIBERAL,PDL
49,AR,2.0000000000,ARAD,JUDEȚUL ARAD,7,Arghir Iustin Marinel Cionca,81.9900000000,0.1500000000,15.0000000000,PARTIDUL DEMOCRAT LIBERAL,PDL
50,BC,4.0000000000,BACĂU,JUDEȚUL BACĂU,1,Tudor Alexandru Chiuariu,37.5200000000,5.0700000000,31.0000000000,PARTIDUL NAȚIONAL LIBERAL,PNL
51,BC,4.0000000000,BACĂU,JUDEȚUL BACĂU,2,Adrian Popescu,67.0200000000,1.1300000000,15.0000000000,PARTIDUL DEMOCRAT LIBERAL,PDL
52,BC,4.0000000000,BACĂU,JUDEȚUL BACĂU,3,Ionel Palăr,47.7700000000,1.0000000000,31.0000000000,PARTIDUL NAȚIONAL LIBERAL,PNL
53,BC,4.0000000000,BACĂU,JUDEȚUL BACĂU,4,Gheorghe Antochi,66.4400000000,1.2100000000,61.0000000000,PARTIDUL SOCIAL DEMOCRAT,PSD
54,BC,4.0000000000,BACĂU,JUDEȚUL BACĂU,5,Mihai Banu,48.7900000000,5.1800000000,15.0000000000,PARTIDUL DEMOCRAT LIBERAL,PDL
55,BC,4.0000000000,BACĂU,JUDEȚUL BACĂU,6,Valerian Vreme,51.5200000000,2.0500000000,15.0000000000,PARTIDUL DEMOCRAT LIBERAL,PDL
56,BC,4.0000000000,BACĂU,JUDEȚUL BACĂU,7,Vasile Gherasim,72.3800000000,1.5300000000,15.0000000000,PARTIDUL DEMOCRAT LIBERAL,PDL
57,BC,4.0000000000,BACĂU,JUDEȚUL BACĂU,8,Iulian Iancu,39.3000000000,1.0400000000,61.0000000000,PARTIDUL SOCIAL DEMOCRAT,PSD
58,BC,4.0000000000,BACĂU,JUDEȚUL BACĂU,9,Viorel Hrebenciuc,18.3100000000,1.5400000000,61.0000000000,PARTIDUL SOCIAL DEMOCRAT,PSD
59,BC,4.0000000000,BACĂU,JUDEȚUL BACĂU,10,Gabriel Vlase,39.0500000000,1.8100000000,61.0000000000,PARTIDUL SOCIAL DEMOCRAT,PSD
60,BH,5.0000000000,BIHOR,JUDEȚUL BIHOR,1,Âkos Derzsi,63.1500000000,1.3200000000,38.0000000000,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,UDMR
61,BH,5.0000000000,BIHOR,JUDEȚUL BIHOR,2,Petru Lakatos,55.7300000000,2.2400000000,38.0000000000,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,UDMR
62,BH,5.0000000000,BIHOR,JUDEȚUL BIHOR,3,Lucia Ana Varga,57.8400000000,3.4900000000,31.0000000000,PARTIDUL NAȚIONAL LIBERAL,PNL
63,BH,5.0000000000,BIHOR,JUDEȚUL BIHOR,4,Nicolae Jolta,40.6300000000,1.4200000000,15.0000000000,PARTIDUL DEMOCRAT LIBERAL,PDL
64,BH,5.0000000000,BIHOR,JUDEȚUL BIHOR,5,Ștefan Seremi,75.6200000000,0.4800000000,15.0000000000,PARTIDUL DEMOCRAT LIBERAL,PDL
65,BH,5.0000000000,BIHOR,JUDEȚUL BIHOR,6,Ioan Sorin Roman,56.6700000000,0.6900000000,61.0000000000,PARTIDUL SOCIAL DEMOCRAT,PSD
66,BH,5.0000000000,BIHOR,JUDEȚUL BIHOR,7,Sonia Maria Drăghici,65.6200000000,2.9900000000,61.0000000000,PARTIDUL SOCIAL DEMOCRAT,PSD
67,BH,5.0000000000,BIHOR,JUDEȚUL BIHOR,8,Csilla Pető,66.6900000000,0.7200000000,38.0000000000,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,UDMR
68,BH,5.0000000000,BIHOR,JUDEȚUL BIHOR,9,Octavian Bot,39.0200000000,3.7800000000,31.0000000000,PARTIDUL NAȚIONAL LIBERAL,PNL
69,BN,6.0000000000,BISTRIȚA-NĂSĂUD,JUDEȚUL BISTRIȚA-NĂSĂUD,1,Ioan Nelu Botiș,70.1100000000,0.9700000000,15.0000000000,PARTIDUL DEMOCRAT LIBERAL,PDL
70,BN,6.0000000000,BISTRIȚA-NĂSĂUD,JUDEȚUL BISTRIȚA-NĂSĂUD,2,Radu Moldovan,43.9700000000,2.1800000000,61.0000000000,PARTIDUL SOCIAL DEMOCRAT,PSD
71,BN,6.0000000000,BISTRIȚA-NĂSĂUD,JUDEȚUL BISTRIȚA-NĂSĂUD,3,Ioan Oltean,62.0200000000,1.1700000000,15.0000000000,PARTIDUL DEMOCRAT LIBERAL,PDL
72,BN,6.0000000000,BISTRIȚA-NĂSĂUD,JUDEȚUL BISTRIȚA-NĂSĂUD,4,Ioan Tintean,41.4900000000,2.4000000000,31.0000000000,PARTIDUL NAȚIONAL LIBERAL,PNL
73,BR,9.0000000000,BRĂILA,JUDEȚUL BRĂILA,1,Adriana Diana Tusa,37.6700000000,2.7000000000,31.0000000000,PARTIDUL NAȚIONAL LIBERAL,PNL
74,BR,9.0000000000,BRĂILA,JUDEȚUL BRĂILA,2,Eugen Bădălan,73.8300000000,1.0200000000,15.0000000000,PARTIDUL DEMOCRAT LIBERAL,PDL
75,BR,9.0000000000,BRĂILA,JUDEȚUL BRĂILA,3,Viorel Balcan,65.5200000000,0.4000000000,15.0000000000,PARTIDUL DEMOCRAT LIBERAL,PDL
76,BR,9.0000000000,BRĂILA,JUDEȚUL BRĂILA,4,Mihai Tudose,39.3800000000,2.2300000000,61.0000000000,PARTIDUL SOCIAL DEMOCRAT,PSD
77,BR,9.0000000000,BRĂILA,JUDEȚUL BRĂILA,5,Cristian Rizea,32.4400000000,1.3200000000,61.0000000000,PARTIDUL SOCIAL DEMOCRAT,PSD
78,BT,7.0000000000,BOTOȘANI,JUDEȚUL BOTOȘANI,1,Neculai Rebenciuc,55.8500000000,5.9900000000,15.0000000000,PARTIDUL DEMOCRAT LIBERAL,PDL
79,BT,7.0000000000,BOTOȘANI,JUDEȚUL BOTOȘANI,2,Andrei Dolineaschi,46.8800000000,0.5600000000,61.0000000000,PARTIDUL SOCIAL DEMOCRAT,PSD
80,BT,7.0000000000,BOTOȘANI,JUDEȚUL BOTOȘANI,3,Florin Turcanu,33.0800000000,2.8400000000,31.0000000000,PARTIDUL NAȚIONAL LIBERAL,PNL
81,BT,7.0000000000,BOTOȘANI,JUDEȚUL BOTOȘANI,4,Strugaru Stelică Iacob,52.7900000000,0.4500000000,15.0000000000,PARTIDUL DEMOCRAT LIBERAL,PDL
82,BT,7.0000000000,BOTOȘANI,JUDEȚUL BOTOȘANI,5,Costică Macaleţi,52.3300000000,0.4300000000,61.0000000000,PARTIDUL SOCIAL DEMOCRAT,PSD
83,BT,7.0000000000,BOTOȘANI,JUDEȚUL BOTOȘANI,6,Obuf Cătălin Ovidiu Buhăianu,42.1600000000,0.4800000000,61.0000000000,PARTIDUL SOCIAL DEMOCRAT,PSD
84,BV,8.0000000000,BRAȘOV,JUDEȚUL BRAȘOV,1,Gheorghe Gabor,67.4600000000,1.1100000000,31.0000000000,PARTIDUL NAȚIONAL LIBERAL,PNL
85,BV,8.0000000000,BRAȘOV,JUDEȚUL BRAȘOV,2,Constantin Niţă,25.4300000000,0.3800000000,61.0000000000,PARTIDUL SOCIAL DEMOCRAT,PSD
86,BV,8.0000000000,BRAȘOV,JUDEȚUL BRAȘOV,3,Mihai Aurel Dontu,53.0000000000,1.6300000000,31.0000000000,PARTIDUL NAȚIONAL LIBERAL,PNL
87,BV,8.0000000000,BRAȘOV,JUDEȚUL BRAȘOV,4,Nicolescu Gabriel Tița,41.5500000000,7.6600000000,15.0000000000,PARTIDUL DEMOCRAT LIBERAL,PDL
88,BV,8.0000000000,BRAȘOV,JUDEȚUL BRAȘOV,5,Gabriel Andronache,82.9600000000,2.2200000000,15.0000000000,PARTIDUL DEMOCRAT LIBERAL,PDL
89,BV,8.0000000000,BRAȘOV,JUDEȚUL BRAȘOV,6,Anna Lili Farkas,80.3600000000,1.1000000000,38.0000000000,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,UDMR
90,BV,8.0000000000,BRAȘOV,JUDEȚUL BRAȘOV,7,Florin Postolachi,67.9400000000,3.2000000000,15.0000000000,PARTIDUL DEMOCRAT LIBERAL,PDL
91,BV,8.0000000000,BRAȘOV,JUDEȚUL BRAȘOV,8,Gheorghe Ialomițianu,48.7900000000,2.1000000000,15.0000000000,PARTIDUL DEMOCRAT LIBERAL,PDL
92,BZ,10.0000000000,BUZĂU,JUDEȚUL BUZĂU,1,Adrian George Scutaru,48.2800000000,3.3400000000,31.0000000000,PARTIDUL NAȚIONAL LIBERAL,PNL
93,BZ,10.0000000000,BUZĂU,JUDEȚUL BUZĂU,2,Adrian Mocanu,30.7800000000,3.3900000000,61.0000000000,PARTIDUL SOCIAL DEMOCRAT,PSD
94,BZ,10.0000000000,BUZĂU,JUDEȚUL BUZĂU,3,Titi Holban,57.4900000000,3.2100000000,31.0000000000,PARTIDUL NAȚIONAL LIBERAL,PNL
95,BZ,10.0000000000,BUZĂU,JUDEȚUL BUZĂU,4,Valeriu Alecu,67.0200000000,0.8200000000,15.0000000000,PARTIDUL DEMOCRAT LIBERAL,PDL
96,BZ,10.0000000000,BUZĂU,JUDEȚUL BUZĂU,5,Marian Ghiveciu,53.6300000000,2.2700000000,61.0000000000,PARTIDUL SOCIAL DEMOCRAT,PSD
97,BZ,10.0000000000,BUZĂU,JUDEȚUL BUZĂU,6,Carmen Moldovan,45.6300000000,2.0400000000,61.0000000000,PARTIDUL SOCIAL DEMOCRAT,PSD
98,BZ,10.0000000000,BUZĂU,JUDEȚUL BUZĂU,7,Cezar Preda,49.0400000000,2.5200000000,15.0000000000,PARTIDUL DEMOCRAT LIBERAL,PDL
